property_id,source_name,sentiment_score,sentiment_label,zero_shot_fraud_score,linguistic_score,fraud_score,risk_level,fraud_flags,tabular_model_version,mistral_explanation
tunisieannonce_9ae4b8143502,tunisieannonce,0.0,positive,0.3606,0.0,12.62,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9ad177b82858,tunisieannonce,0.0,positive,0.3379,0.25,18.08,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_9aa1afbb096f,tunisieannonce,0.0,positive,0.3442,0.3,19.55,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_9a7ad5646695,tunisieannonce,0.0,positive,0.3185,0.0,11.15,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9b3058140ca6,tunisieannonce,0.0891,neutral,0.3491,0.0,15.78,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9c42b3e56fb6,tunisieannonce,0.3348,negative,0.3625,0.0,26.08,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9c6872bd438e,tunisieannonce,0.0,positive,0.3538,0.0,12.38,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9c52cb0186b0,tunisieannonce,0.0,positive,0.3804,0.0,13.31,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9c2deae1aed2,tunisieannonce,0.1681,negative,0.3944,0.25,26.78,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_9c6c79f666a9,tunisieannonce,0.0,positive,0.3633,0.55,26.47,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_9be1f2c4a07d,tunisieannonce,0.0,positive,0.3686,0.0,12.9,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9c4c7ea49485,tunisieannonce,0.5661,negative,0.3895,0.55,50.03,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,"Cette annonce immobilière est suspecte en raison de plusieurs signaux détectés : un score de fraude élevé (50/100), un sentiment négatif (score 0,57), un score de fraude zero-shot élevé (0,39) et l'activation des drapeaux urgence_detected et external_contact. Le locataire est invité à contacter un numéro externe et le WhatsApp, ce qui peut indiquer une tentative de fraude immobilière."
tunisieannonce_9d6eb25426b4,tunisieannonce,0.0,positive,0.31,0.25,17.1,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_9d4432a0911f,tunisieannonce,0.5046,negative,0.3673,0.55,46.79,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_9d79bf024488,tunisieannonce,0.0,positive,0.3802,0.25,19.56,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_9d397848ac6d,tunisieannonce,0.0,positive,0.3577,0.25,18.77,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_9d4e9085dfa3,tunisieannonce,0.0,positive,0.3248,0.3,18.87,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_9e516aa30a30,tunisieannonce,0.0,positive,0.3617,0.75,31.41,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_9db56089d6cd,tunisieannonce,0.0,positive,0.3416,0.0,11.96,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9d674a9d3691,tunisieannonce,0.1001,neutral,0.342,0.0,15.97,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9d0decc4eb99,tunisieannonce,0.0,positive,0.3248,0.0,11.37,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9da11b04aae2,tunisieannonce,0.0,positive,0.3678,0.0,12.87,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9e990f2d3b36,tunisieannonce,0.5545,negative,0.3391,0.45,45.3,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_9df24712f1c5,tunisieannonce,0.0,positive,0.3061,0.0,10.71,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9df6a1cb6837,tunisieannonce,0.0,positive,0.374,0.5,25.59,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_9dd96d885459,tunisieannonce,0.2662,negative,0.3964,0.0,24.52,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9e2024d7f64c,tunisieannonce,0.0,positive,0.3124,0.0,10.93,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9e99eda3b1be,tunisieannonce,0.0,positive,0.3054,0.0,10.69,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9f395802e784,tunisieannonce,0.4806,negative,0.4151,0.0,33.75,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9ee51a7d7eae,tunisieannonce,0.0,positive,0.3392,0.2,16.87,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_9ed2c6e82a31,tunisieannonce,0.0,positive,0.3379,0.0,11.83,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9f286dc309ad,tunisieannonce,0.0,positive,0.3825,0.45,24.64,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_9ee8385709cc,tunisieannonce,0.0,positive,0.3588,0.2,17.56,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_9ed4eaea31ae,tunisieannonce,0.0,positive,0.3655,0.0,12.79,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9fcc54f9406d,tunisieannonce,0.0,positive,0.3712,0.0,12.99,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9fc226a74f7f,tunisieannonce,0.0,positive,0.3754,0.0,13.14,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a13f5ae591b8,tunisieannonce,0.0,positive,0.3791,0.2,18.27,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_9f911ed75b00,tunisieannonce,0.0,positive,0.3603,0.25,18.86,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_9fda6f504e60,tunisieannonce,0.0,positive,0.313,0.0,10.96,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9f889b988d55,tunisieannonce,0.0,positive,0.3643,0.0,12.75,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9f9510d34d21,tunisieannonce,0.0,positive,0.3249,0.55,25.12,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_9f612bab523f,tunisieannonce,0.0,positive,0.3274,0.55,25.21,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_aa489ed457af,tunisieannonce,0.0,positive,0.2774,0.0,9.71,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a0c5706e3e71,tunisieannonce,0.6266,negative,0.3846,0.2,43.52,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_9fe74a37dea3,tunisieannonce,0.0,positive,0.3227,0.25,17.54,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a045bc36a251,tunisieannonce,0.0,positive,0.345,0.0,12.07,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a038d6725d95,tunisieannonce,0.0,positive,0.3185,0.0,11.15,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a08bc3b9de9a,tunisieannonce,0.0,positive,0.2706,0.0,9.47,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a259059ade47,tunisieannonce,0.0,positive,0.3511,0.0,12.29,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a0b13beed0cd,tunisieannonce,0.5298,negative,0.3662,0.2,39.01,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a0a7f300cf0c,tunisieannonce,0.0,positive,0.331,0.0,11.58,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a5e5d5ca5c53,tunisieannonce,0.0,positive,0.3098,0.0,10.84,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a09269c0f956,tunisieannonce,0.0,positive,0.3437,0.55,25.78,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_a0a35bba84f7,tunisieannonce,0.0,positive,0.4259,0.5,27.41,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_a14e71dbfb12,tunisieannonce,0.2691,negative,0.4254,0.55,39.4,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_a152c7a31f67,tunisieannonce,0.6257,negative,0.3625,0.55,51.47,fraud_likely,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,"Cette annonce immobilière est suspecte en raison de plusieurs signaux détectés : un score fraude élevé (51.5/100), un sentiment négatif (score 0.63), un score zero-shot fraude élevé (0.36) et la présence de flags tels que urgency_detected et external_contact, qui indiquent une demande d'urgence et un contact externe fourni."
tunisieannonce_a2c2f61bcefc,tunisieannonce,0.0,positive,0.2801,0.2,14.8,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a1615617b877,tunisieannonce,0.0,positive,0.3787,0.25,19.5,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a0f40f4ab338,tunisieannonce,0.0924,neutral,0.3484,0.25,22.14,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a14bbafa4826,tunisieannonce,0.0,positive,0.3195,0.25,17.43,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a171db5307f3,tunisieannonce,0.0,positive,0.3743,0.3,20.6,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_a101a28aff9d,tunisieannonce,0.0,positive,0.3238,0.25,17.58,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a542327c004a,tunisieannonce,0.5656,negative,0.3308,0.0,34.2,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a201987dd890,tunisieannonce,0.0,positive,0.2897,0.0,10.14,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a1ee30f7a7db,tunisieannonce,0.6796,negative,0.3812,0.25,46.78,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a1a2d8f28267,tunisieannonce,0.0722,neutral,0.3185,0.2,19.04,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a65e2099ce06,tunisieannonce,0.0,positive,0.3291,0.55,25.27,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_a1c5e555a24a,tunisieannonce,0.0,positive,0.2871,0.0,10.05,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a1e5bc01b10d,tunisieannonce,0.0,positive,0.3579,0.75,31.28,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_a226264e52b5,tunisieannonce,0.0,positive,0.3467,0.15,15.88,normal,['information_incomplete'],xlm_roberta_mdeberta_v1,
tunisieannonce_a17e9bc8aaab,tunisieannonce,0.2763,negative,0.3818,0.25,30.66,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a28e9dd150f0,tunisieannonce,0.0,positive,0.3474,0.2,17.16,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a285ce91302f,tunisieannonce,0.0,positive,0.3394,0.25,18.13,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a2bd6be7684d,tunisieannonce,0.0,positive,0.3504,0.55,26.01,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_a2dc7aae84e1,tunisieannonce,0.0,positive,0.3899,0.2,18.65,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a2e15b3bb831,tunisieannonce,0.0,positive,0.3292,0.3,19.02,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_a2b7cd077e57,tunisieannonce,0.0,positive,0.3728,0.0,13.05,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a45e8d5bad6d,tunisieannonce,0.3618,negative,0.3298,0.0,26.02,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a31247f8ce76,tunisieannonce,0.0,positive,0.3319,0.0,11.62,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a3677120afe9,tunisieannonce,0.0,positive,0.3554,0.0,12.44,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a576baf4fed6,tunisieannonce,0.268,negative,0.354,0.2,28.11,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a3ab28ec4cfe,tunisieannonce,0.0,positive,0.3278,0.0,11.47,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a3e40cb1e576,tunisieannonce,0.0,positive,0.3699,0.0,12.95,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a452ea233d98,tunisieannonce,0.0,positive,0.3207,0.55,24.97,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_a4ef2c9d8c53,tunisieannonce,0.0,positive,0.3239,0.2,16.34,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a4b07497a9cf,tunisieannonce,0.0852,neutral,0.3502,0.0,15.67,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a50a1757a9d5,tunisieannonce,0.0,positive,0.3153,0.0,11.04,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a6af27a16a00,tunisieannonce,0.26,negative,0.319,0.0,21.57,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a65f66b70bb1,tunisieannonce,0.0,positive,0.3767,0.55,26.93,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_a6dc6be93140,tunisieannonce,0.0,positive,0.2884,0.55,23.84,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_a6b67244b115,tunisieannonce,0.2379,negative,0.3715,0.45,33.77,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_a66e5b721abc,tunisieannonce,0.0,positive,0.3541,0.75,31.14,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_a699ac96f0d0,tunisieannonce,0.0,positive,0.328,0.0,11.48,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a77d7c8d748a,tunisieannonce,0.0811,neutral,0.3056,0.2,18.94,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a730ffb30323,tunisieannonce,0.0,positive,0.3147,0.0,11.01,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a739766d50e2,tunisieannonce,0.0,positive,0.3268,0.2,16.44,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a739c1f49732,tunisieannonce,0.0,positive,0.3803,0.25,19.56,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a7672321d98e,tunisieannonce,0.2534,negative,0.3444,0.45,33.44,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_a7f91fe28a06,tunisieannonce,0.0,positive,0.326,0.0,11.41,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a7e6bd050dc0,tunisieannonce,0.0,positive,0.3886,0.0,13.6,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a7e9b3fbcfbd,tunisieannonce,0.0,positive,0.3755,0.0,13.14,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a84136c0a519,tunisieannonce,0.2361,negative,0.3918,0.25,29.41,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a7c027deeac9,tunisieannonce,0.0,positive,0.3632,0.45,23.96,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_a7aaecb4e2c0,tunisieannonce,0.0,positive,0.3974,0.2,18.91,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a8a42effbd49,tunisieannonce,0.0,positive,0.3002,0.2,15.51,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a8f235fb76a9,tunisieannonce,0.4801,negative,0.3425,0.55,44.94,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_a858f4e89e3e,tunisieannonce,0.0,positive,0.2861,0.0,10.01,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a8effa05df7f,tunisieannonce,0.0,positive,0.2943,0.5,22.8,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_a897ee4acfc1,tunisieannonce,0.3535,negative,0.3092,0.0,24.96,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a85c3bc0d892,tunisieannonce,0.0,positive,0.3564,0.25,18.72,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a8cab1c92337,tunisieannonce,0.0,positive,0.3409,0.0,11.93,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a945ffcdd76c,tunisieannonce,0.599,negative,0.4026,0.25,44.3,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a9ab719cdcfb,tunisieannonce,0.0,positive,0.3682,0.25,19.14,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a9663fbbebfa,tunisieannonce,0.2677,negative,0.3496,0.2,27.94,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a91a3298af52,tunisieannonce,0.0,positive,0.4157,0.0,14.55,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a986774116b8,tunisieannonce,0.5304,negative,0.388,0.55,48.55,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_a912eee8b5cd,tunisieannonce,0.0,positive,0.3546,0.25,18.66,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_a907fa710f6c,tunisieannonce,0.4711,negative,0.3633,0.0,31.56,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a90ca4cd3525,tunisieannonce,0.0,positive,0.2947,0.0,10.31,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_aa0cb2735f60,tunisieannonce,0.0,positive,0.4339,0.45,26.44,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_aa50382e7fa0,tunisieannonce,0.0,positive,0.3503,0.0,12.26,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a9e3dc065c33,tunisieannonce,0.2844,negative,0.3309,0.2,27.96,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a9d7b39d537e,tunisieannonce,0.2997,negative,0.377,0.2,30.18,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a9ec96c52fda,tunisieannonce,0.0,positive,0.3345,0.5,24.21,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_aa4ba8ff6033,tunisieannonce,0.0,positive,0.359,0.75,31.31,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_aa73f1175e48,tunisieannonce,0.0,positive,0.298,0.0,10.43,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_ad73f23b3b8e,tunisieannonce,0.0,positive,0.3155,0.55,24.79,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_aae437c55f11,tunisieannonce,0.0,positive,0.3296,0.25,17.79,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_aaa30730fa00,tunisieannonce,0.0,positive,0.3557,0.3,19.95,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_aab55fb84e34,tunisieannonce,0.0925,neutral,0.3612,0.55,30.09,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_aaaea14b275b,tunisieannonce,0.4694,negative,0.3832,0.2,37.19,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_aab3822e8c1c,tunisieannonce,0.0,positive,0.3462,0.0,12.12,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_aacb70db2f17,tunisieannonce,0.0,positive,0.3308,0.0,11.58,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_ab9d358ca651,tunisieannonce,0.0,positive,0.3922,0.3,21.23,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_abbac6481942,tunisieannonce,0.0,positive,0.3505,0.3,19.77,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_ab41d48fef4f,tunisieannonce,0.0,positive,0.3427,0.3,19.49,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_ab86120c26fc,tunisieannonce,0.0,positive,0.3437,0.0,12.03,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_abac8365b90f,tunisieannonce,0.0,positive,0.3362,0.2,16.77,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_aae66fc88da9,tunisieannonce,0.0,positive,0.3788,0.0,13.26,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_ac8f8fab5dc8,tunisieannonce,0.0,positive,0.3154,0.3,18.54,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_ac22ebd138cb,tunisieannonce,0.0,positive,0.3503,0.55,26.01,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_acc05b086bcd,tunisieannonce,0.0,positive,0.3678,0.0,12.87,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_ace5a0a3796a,tunisieannonce,0.0,positive,0.3262,0.0,11.42,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_acd42ac8ab18,tunisieannonce,0.0,positive,0.3503,0.5,24.76,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_acf8977f777b,tunisieannonce,0.0,positive,0.3705,0.0,12.97,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_ad16ea448b7b,tunisieannonce,0.4036,negative,0.3141,0.2,32.14,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_ae4c91996539,tunisieannonce,0.3345,negative,0.3547,0.0,25.79,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_acc9d9df19ed,tunisieannonce,0.0,positive,0.3895,0.3,21.13,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_ad2a86adc9e2,tunisieannonce,0.0,positive,0.3327,0.25,17.89,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_acc5e91a24d7,tunisieannonce,0.5214,negative,0.3254,0.3,39.75,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_adae9d2ca665,tunisieannonce,0.5503,negative,0.3502,0.5,46.77,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_adb18b5dfefb,tunisieannonce,0.0,positive,0.3058,0.0,10.7,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_add5dcb7ee1c,tunisieannonce,0.0,positive,0.3482,0.25,18.44,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_ad76a8db225c,tunisieannonce,0.3092,negative,0.3048,0.45,34.29,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_adf323152d28,tunisieannonce,0.0,positive,0.393,0.25,20.0,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_ad306a75fe58,tunisieannonce,0.0,positive,0.2961,0.0,10.36,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_adf47ccc06c1,tunisieannonce,0.4188,negative,0.3478,0.55,42.68,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_ae5e74440619,tunisieannonce,0.0,positive,0.3493,0.2,17.23,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_ae604b5e2997,tunisieannonce,0.0,positive,0.3385,0.25,18.1,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_ae71712b4c56,tunisieannonce,0.0,positive,0.3223,0.25,17.53,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_ae2edd28503b,tunisieannonce,0.0,positive,0.3489,0.55,25.96,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
